time,latitude,longitude,mag,net,place
2018-02-02T13:03:23.030Z,33.4836667,-116.7823333,0.14,ci,"9km ENE of Aguanga, CA"
2018-02-02T13:02:57.410Z,33.2486667,-116.2433333,0.71,ci,"12km E of Borrego Springs, CA"
2018-02-02T12:55:05.590Z,-65.8617,-175.6578,5.2,us,"260km NE of Scott Island Bank, Antarctica"
2018-02-02T12:55:04.330Z,37.534,-118.8416667,0.75,nc,"15km WSW of Toms Place, CA"
2018-02-02T12:52:59.910Z,33.497,-116.7823333,0.11,ci,"10km NE of Aguanga, CA"
2018-02-02T12:46:21.230Z,33.996,-116.3171667,0.46,ci,"15km S of Joshua Tree, CA"
2018-02-02T12:44:45.290Z,38.8316667,-122.7926667,1.1,nc,"6km W of Cobb, CA"
2018-02-02T12:44:13.126Z,54.7808,-161.896,2.7,ak,"69km SE of Cold Bay, Alaska"
2018-02-02T12:40:17.150Z,11.2106,-87.7257,4.6,us,"146km WSW of Masachapa, Nicaragua"
2018-02-02T12:34:51.380Z,33.4101667,-116.3408333,0.51,ci,"17km N of Borrego Springs, CA"
2018-02-02T12:33:17.020Z,38.8188324,-122.7705002,1.01,nc,"4km W of Cobb, CA"
2018-02-02T12:33:03.940Z,38.817,-122.7743333,1.6,nc,"4km W of Cobb, CA"
2018-02-02T12:31:12.163Z,61.0971,-151.6236,1.4,ak,"48km NNW of Nikiski, Alaska"
2018-02-02T12:26:27.420Z,38.8103333,-122.8310013,0.91,nc,"7km WNW of The Geysers, CA"
2018-02-02T12:24:43.920Z,33.9315,-116.837,0.59,ci,"4km E of Banning, CA"
2018-02-02T12:22:39.510Z,15.3622,-90.5542,3.9,us,"12km W of Santa Cruz Verapaz, Guatemala"
2018-02-02T12:20:22.353Z,61.076,-146.4123,1.2,ak,"7km SSW of Valdez, Alaska"
2018-02-02T12:13:49.880Z,56.2475,-149.8847,3.1,ak,"219km SE of Kodiak, Alaska"
2018-02-02T12:08:09.910Z,36.5913333,-121.1428333,2.05,nc,"7km N of Pinnacles, CA"
2018-02-02T12:06:11.020Z,38.7996674,-122.8014984,0.53,nc,"5km WNW of The Geysers, CA"
2018-02-02T11:57:18.650Z,46.4858333,-122.3706667,0.5,uw,"10km SW of Morton, Washington"
2018-02-02T11:53:12.989Z,63.0421,-151.1525,1.6,ak,"96km NNW of Talkeetna, Alaska"
2018-02-02T11:50:36.080Z,35.747,-118.063,0.8,ci,"25km WNW of Inyokern, CA"
2018-02-02T11:50:11.120Z,33.4836667,-116.782,0.46,ci,"9km ENE of Aguanga, CA"
2018-02-02T11:37:53.320Z,-65.8111,-175.635,6,us,"265km NE of Scott Island Bank, Antarctica"
2018-02-02T11:36:09.330Z,-21.0853,-68.762,4.5,us,"153km N of Calama, Chile"
2018-02-02T11:30:43.740Z,36.409,-89.514,1.68,nm,"5km NW of Tiptonville, Tennessee"
2018-02-02T11:19:30.728Z,36.8469,-116.261,0.1,nn,"44km E of Beatty, Nevada"
2018-02-02T11:19:02.038Z,39.3936,-120.1837,0.3,nn,"7km N of Truckee, California"
2018-02-02T11:18:23.792Z,36.847,-116.2597,0.8,nn,"45km E of Beatty, Nevada"
2018-02-02T11:13:03.140Z,60.4459,-147.3622,2.2,ak,"81km ESE of Whittier, Alaska"
2018-02-02T11:11:11.450Z,37.7416667,-122.55,0.95,nc,"4km WNW of San Francisco Zoo, CA"
2018-02-02T11:01:00.200Z,18.4178,-63.9045,3.83,pr,"73km ESE of Road Town, British Virgin Islands"
2018-02-02T10:49:42.300Z,36.5823333,-121.0555,0.71,nc,"10km NE of Pinnacles, CA"
2018-02-02T10:45:36.740Z,56.9763,-158.6262,3.1,ak,"80km NNE of Chignik Lake, Alaska"
2018-02-02T10:43:52.290Z,33.7441667,-116.0363333,0.88,ci,"15km ENE of Coachella, CA"
2018-02-02T10:40:51.232Z,56.0778,-148.5158,3.2,ak,Gulf of Alaska
2018-02-02T10:40:21.227Z,37.2765,-117.5753,1.6,nn,"56km SSW of Goldfield, Nevada"
2018-02-02T10:34:51.102Z,62.1136,-148.1387,1.2,ak,"51km NE of Sutton-Alpine, Alaska"
2018-02-02T10:31:06.830Z,37.5993333,-118.8178333,0.32,nc,"13km WNW of Toms Place, CA"
2018-02-02T10:25:07.290Z,37.4633333,-118.7766667,1.28,nc,"14km SW of Toms Place, CA"
2018-02-02T10:22:05.650Z,-18.5066,-173.5368,4.9,us,"49km ENE of Neiafu, Tonga"
2018-02-02T10:15:42.530Z,37.4641667,-118.7771667,1.12,nc,"14km SW of Toms Place, CA"
2018-02-02T10:13:48.870Z,34.2021667,-116.8575,0.99,ci,"7km S of Big Bear City, CA"
2018-02-02T10:13:47.680Z,37.4643333,-118.7783333,1.58,nc,"14km SW of Toms Place, CA"
2018-02-02T10:04:52.881Z,56.2541,-149.1576,3.5,ak,"244km SE of Kodiak, Alaska"
2018-02-02T09:54:44.290Z,33.5146667,-116.7986667,0.48,ci,"10km NE of Aguanga, CA"
2018-02-02T09:53:10.460Z,36.5785,-118.071,1.34,ci,"1km S of Lone Pine, CA"
2018-02-02T09:48:42.690Z,37.6026667,-119.0125,0.11,nc,"5km SW of Mammoth Lakes, CA"
2018-02-02T09:46:34.462Z,61.5923,-150.5748,1.2,ak,"33km WNW of Big Lake, Alaska"
2018-02-02T09:34:28.621Z,61.5922,-148.4536,1.5,ak,"26km E of Lazy Mountain, Alaska"
2018-02-02T09:30:10.980Z,36.4720001,-121.0198364,1.45,nc,"13km ESE of Pinnacles, CA"
2018-02-02T09:20:44.990Z,43.1316,76.8717,3.8,us,"14km SSW of Almaty, Kazakhstan"
2018-02-02T09:14:59.190Z,-20.4304,-69.0371,4.1,us,"117km ESE of Iquique, Chile"
2018-02-02T09:13:57.837Z,55.9039,-149.5911,3.1,ak,"271km SE of Kodiak, Alaska"
2018-02-02T09:13:30.400Z,36.2804,-97.5187,2.6,us,"20km W of Perry, Oklahoma"
2018-02-02T08:59:05.210Z,33.4118333,-116.3363333,0.78,ci,"18km NNE of Borrego Springs, CA"
2018-02-02T08:55:30.718Z,64.1213,-146.9728,2.4,ak,"45km S of Salcha, Alaska"
2018-02-02T08:50:53.323Z,39.9068,-120.795,0.4,nn,"9km ESE of East Quincy, California"
2018-02-02T08:47:51.502Z,60.7531,-152.6648,1.2,ak,"30km N of Redoubt Volcano, Alaska"
2018-02-02T08:45:27.202Z,62.2882,-149.6994,1.7,ak,"16km NNE of Y, Alaska"
2018-02-02T08:44:12.490Z,37.5265,-118.9941667,0.62,nc,"12km S of Mammoth Lakes, CA"
2018-02-02T08:41:36.090Z,38.8223343,-122.8075027,0.98,nc,"7km NW of The Geysers, CA"
2018-02-02T08:30:53.694Z,61.5874,-146.4576,1.6,ak,"51km N of Valdez, Alaska"
2018-02-02T08:28:14.050Z,38.8181648,-122.8118362,0.92,nc,"7km NW of The Geysers, CA"
2018-02-02T08:25:10.330Z,33.5063333,-116.7926667,0.34,ci,"10km NE of Aguanga, CA"
2018-02-02T08:17:28.796Z,63.5429,-150.7169,0.9,ak,"89km WNW of Cantwell, Alaska"
2018-02-02T08:15:06.812Z,61.8192,-148.4989,0.9,ak,"18km E of Sutton-Alpine, Alaska"
2018-02-02T08:11:39.450Z,37.5115,-118.8341667,1.15,nc,"15km WSW of Toms Place, CA"
2018-02-02T08:03:59.300Z,53.1545,-35.1783,4.7,us,Reykjanes Ridge
2018-02-02T08:02:00.289Z,60.2475,-153.2917,1.8,ak,"40km SW of Redoubt Volcano, Alaska"
2018-02-02T08:00:35.980Z,38.8061676,-122.8284988,0.95,nc,"7km WNW of The Geysers, CA"
2018-02-02T07:49:12.410Z,46.8673333,-112.5158333,0.74,mb,"15km SE of Lincoln, Montana"
2018-02-02T07:48:44.126Z,60.563,-152.3486,1.9,ak,"23km ENE of Redoubt Volcano, Alaska"
2018-02-02T07:46:49.100Z,36.5561667,-121.1096667,0.71,nc,"4km NE of Pinnacles, CA"
2018-02-02T07:44:47.280Z,37.649,-118.883,0.46,nc,"9km E of Mammoth Lakes, CA"
2018-02-02T07:44:32.710Z,56.401,-149.1605,3.4,ak,"250km SE of Kodiak, Alaska"
2018-02-02T07:40:11.185Z,39.8327,-120.644,0.9,nn,"15km W of Portola, California"
2018-02-02T07:36:40.390Z,55.6806,-149.1801,3.2,ak,Gulf of Alaska
2018-02-02T07:35:07.900Z,37.6113333,-118.9825,-0.1,nc,"3km S of Mammoth Lakes, CA"
2018-02-02T07:31:04.953Z,56.9512,-158.4735,2.3,ak,"79km NNE of Chignik Lake, Alaska"
2018-02-02T07:18:19.480Z,33.4965,-116.7883333,0.12,ci,"9km NE of Aguanga, CA"
2018-02-02T07:14:51.340Z,35.8458333,-121.5408333,1.65,nc,"20km S of Lopez Point, CA"
2018-02-02T07:07:34.438Z,66.5175,-162.5543,1.9,ak,"42km S of Kotzebue, Alaska"
2018-02-02T07:07:10.508Z,54.7949,-163.6864,2.7,ak,"18km WSW of False Pass, Alaska"
2018-02-02T07:07:03.029Z,56.9691,-149.5021,2.7,ak,"197km ESE of Kodiak, Alaska"
2018-02-02T07:02:26.330Z,61.178,-139.8331,2.5,us,"134km WNW of Haines Junction, Canada"
2018-02-02T07:01:34.149Z,56.9454,-158.5097,2.4,ak,"78km NNE of Chignik Lake, Alaska"
2018-02-02T06:56:51.925Z,59.922,-153.2821,1.8,ak,"69km SSW of Redoubt Volcano, Alaska"
2018-02-02T06:52:23.622Z,60.9978,-150.9782,1.4,ak,"38km NNE of Nikiski, Alaska"
2018-02-02T06:51:53.460Z,46.9181667,-112.528,0.96,mb,"12km ESE of Lincoln, Montana"
2018-02-02T06:51:48.290Z,37.5241667,-118.9905,0.47,nc,"13km S of Mammoth Lakes, CA"
2018-02-02T06:51:18.040Z,37.5265,-118.997,0.41,nc,"12km S of Mammoth Lakes, CA"
2018-02-02T06:44:38.035Z,59.9756,-153.2275,1.8,ak,"62km SSW of Redoubt Volcano, Alaska"
2018-02-02T06:40:29.568Z,38.0425,-118.8163,0.9,nn,"43km ESE of Bridgeport, California"
2018-02-02T06:23:56.230Z,53.1471,-35.1364,5.1,us,Reykjanes Ridge
2018-02-02T06:20:44.491Z,38.8436,-119.6656,0.7,nn,"8km SE of Gardnerville Ranchos, Nevada"
2018-02-02T06:17:31.290Z,36.5815,-121.046,2.42,nc,"10km ENE of Pinnacles, CA"
2018-02-02T06:00:50.980Z,33.7135,-116.767,0.55,ci,"5km WSW of Idyllwild, CA"
2018-02-02T06:00:37.000Z,46.14,-65.85,2.1,us,"53km NNW of Sussex, Canada"
2018-02-02T06:00:26.660Z,19.4035,-155.2791667,0.6,hv,"5km SW of Volcano, Hawaii"
2018-02-02T05:51:59.020Z,38.4445,-113.0913333,1.1,uu,"8km NW of Milford, Utah"
2018-02-02T05:50:35.060Z,33.4906667,-116.787,-0.09,ci,"9km NE of Aguanga, CA"
2018-02-02T05:46:54.716Z,62.2842,-148.6235,1.3,ak,"55km NNE of Sutton-Alpine, Alaska"
2018-02-02T05:45:47.000Z,46.16,-65.85,2.6,us,"55km NNW of Sussex, Canada"
2018-02-02T05:44:16.370Z,61.7306,-148.211,1.1,ak,"34km ESE of Sutton-Alpine, Alaska"
2018-02-02T05:43:34.520Z,-5.3473,133.9625,4.9,us,"54km NNW of Dobo, Indonesia"
2018-02-02T05:42:45.468Z,55.9579,-150.091,3.2,ak,"248km SE of Kodiak, Alaska"
2018-02-02T05:38:53.150Z,33.9981667,-117.1661667,1.18,ci,"7km SSE of Redlands, CA"
2018-02-02T05:37:09.460Z,33.4921667,-116.7858333,0.1,ci,"9km NE of Aguanga, CA"
2018-02-02T05:29:45.740Z,33.4126667,-116.3323333,0.72,ci,"18km NNE of Borrego Springs, CA"
2018-02-02T05:29:29.890Z,34.2833333,-118.4158333,0.82,ci,"2km E of Pacoima, CA"
2018-02-02T05:27:38.350Z,37.5643333,-118.7938333,0.98,nc,"10km W of Toms Place, CA"
2018-02-02T05:25:35.296Z,56.4132,-149.1756,3.1,ak,"248km SE of Kodiak, Alaska"
2018-02-02T05:23:38.656Z,54.863,-159.3396,2.1,ak,"16km ENE of Chernabura Island, Alaska"
2018-02-02T05:22:31.834Z,56.3461,-148.5527,3,ak,"283km ESE of Kodiak, Alaska"
2018-02-02T05:18:31.380Z,33.656,-116.7215,0.59,ci,"9km S of Idyllwild, CA"
2018-02-02T05:18:00.670Z,33.996,-116.9578333,0.56,ci,"8km NNE of Beaumont, CA"
2018-02-02T05:17:35.150Z,39.714,-120.3473333,1.42,nc,"10km WNW of Loyalton, CA"
2018-02-02T05:15:27.650Z,37.741,-122.5738333,0.95,nc,"6km W of San Francisco Zoo, CA"
2018-02-02T05:12:25.146Z,63.3426,-150.133,1,ak,"59km W of Cantwell, Alaska"
2018-02-02T05:09:04.780Z,37.5588333,-118.7981667,0.94,nc,"10km W of Toms Place, CA"
2018-02-02T05:04:46.410Z,37.5675,-118.7955,1.46,nc,"10km W of Toms Place, CA"
2018-02-02T05:00:21.420Z,18.422,-67.6661,2.89,pr,"53km W of Rincon, Puerto Rico"
2018-02-02T04:54:23.700Z,18.0853,-66.0773,1.47,pr,"5km SSE of G. L. Garcia, Puerto Rico"
2018-02-02T04:48:12.090Z,36.0743333,-117.8635,0.59,ci,"8km ENE of Coso Junction, CA"
2018-02-02T04:42:32.740Z,54.0279,-163.116,2.6,ak,"93km SSE of False Pass, Alaska"
2018-02-02T04:39:42.490Z,18.262,-67.9016,2.75,pr,"56km SE of Punta Cana, Dominican Republic"
2018-02-02T04:33:30.800Z,62.1286,-152.1376,1.5,ak,"107km W of Talkeetna, Alaska"
2018-02-02T04:20:57.063Z,36.6091,-115.3636,0.6,nn,"48km NW of Nellis Air Force Base, Nevada"
2018-02-02T04:10:51.320Z,43.759,-110.9201667,1.11,mb,"15km ENE of Driggs, Idaho"
2018-02-02T04:08:04.746Z,58.1765,-154.8761,2.1,ak,"88km NW of Larsen Bay, Alaska"
2018-02-02T04:05:41.615Z,64.7235,-149.2655,0.6,ak,"17km NNW of North Nenana, Alaska"
2018-02-02T03:58:59.450Z,16.1547,-95.0188,4.3,us,"5km SSW of San Mateo del Mar, Mexico"
2018-02-02T03:53:30.450Z,34.0163333,-116.3223333,0.77,ci,"13km S of Joshua Tree, CA"
2018-02-02T03:43:26.310Z,33.9168333,-116.8958333,0.6,ci,"2km WSW of Banning, CA"
2018-02-02T03:42:17.263Z,39.5527,-120.379,0.8,nn,"29km SSE of Portola, California"
2018-02-02T03:34:34.655Z,39.5506,-120.3752,0.1,nn,"29km NNW of Truckee, California"
2018-02-02T03:27:15.650Z,43.5376667,-110.932,0.92,mb,"6km NW of Wilson, Wyoming"
2018-02-02T03:26:08.340Z,17.9366,-66.0718,1.53,pr,"3km SSW of Arroyo, Puerto Rico"
2018-02-02T03:23:03.900Z,56.7919,-149.1568,3,ak,"225km ESE of Kodiak, Alaska"
2018-02-02T03:06:35.228Z,61.4332,-150.6851,1.3,ak,"40km WSW of Big Lake, Alaska"
2018-02-02T03:04:44.580Z,56.5544,-148.9549,2.9,ak,"250km ESE of Kodiak, Alaska"
2018-02-02T02:45:53.510Z,39.8185,-120.6635,1.57,nc,"3km NNW of Plumas Eureka, CA"
2018-02-02T02:43:27.024Z,56.3606,-148.5365,3.1,ak,"283km ESE of Kodiak, Alaska"
2018-02-02T02:43:11.430Z,61.5511,-149.6932,2,ak,"6km NW of Knik-Fairview, Alaska"
2018-02-02T02:40:57.152Z,38.7322,-119.5389,1.2,nn,"17km WSW of Smith Valley, Nevada"
2018-02-02T02:39:08.790Z,33.4905,-116.7793333,0.31,ci,"10km ENE of Aguanga, CA"
2018-02-02T02:37:58.340Z,46.6211667,-119.8608333,1.42,uw,"7km SSE of Desert Aire, Washington"
2018-02-02T02:35:57.552Z,56.3925,-148.4211,3.3,ak,"287km ESE of Kodiak, Alaska"
2018-02-02T02:31:13.970Z,37.5315,-118.9866667,1.1,nc,"12km S of Mammoth Lakes, CA"
2018-02-02T02:28:10.660Z,33.469,-116.4548333,0.89,ci,"22km ESE of Anza, CA"
2018-02-02T02:25:07.240Z,37.6493333,-118.8776667,-0.18,nc,"9km E of Mammoth Lakes, CA"
2018-02-02T02:22:28.976Z,59.8845,-152.9216,1.7,ak,"62km WNW of Anchor Point, Alaska"
2018-02-02T02:15:10.140Z,38.8230019,-122.7993317,1.05,nc,"6km NW of The Geysers, CA"
2018-02-02T02:12:07.720Z,35.7613333,-118.503,1.28,ci,"7km W of Kernville, CA"
2018-02-02T02:04:14.022Z,63.0669,-150.4237,1.3,ak,"82km WSW of Cantwell, Alaska"
2018-02-02T02:01:59.363Z,38.7188,-119.6119,0.8,nn,"21km SSE of Gardnerville Ranchos, Nevada"
2018-02-02T01:56:54.355Z,64.849,-148.968,0.5,ak,"30km NNE of North Nenana, Alaska"
2018-02-02T01:55:52.460Z,37.6511667,-118.8831667,0.61,nc,"9km E of Mammoth Lakes, CA"
2018-02-02T01:49:30.620Z,38.8125,-122.824,0.26,nc,"7km NW of The Geysers, CA"
2018-02-02T01:47:48.840Z,38.8123333,-122.8198333,1.2,nc,"7km NW of The Geysers, CA"
2018-02-02T01:47:34.985Z,54.6001,-161.8528,2.7,ak,"85km SE of Cold Bay, Alaska"
2018-02-02T01:46:25.480Z,33.487,-116.7855,0.68,ci,"9km ENE of Aguanga, CA"
2018-02-02T01:40:13.557Z,59.7978,-153.0681,1.8,ak,"69km W of Anchor Point, Alaska"
2018-02-02T01:30:25.190Z,36.4691667,-121.0181667,1.36,nc,"13km ESE of Pinnacles, CA"
2018-02-02T01:26:28.710Z,64.9955,-147.3276,1.4,ak,"23km NNE of Badger, Alaska"
2018-02-02T01:20:26.940Z,37.5995,-118.8185,0.55,nc,"13km WNW of Toms Place, CA"
2018-02-02T01:10:41.112Z,61.7236,-148.1964,0.9,ak,"35km ESE of Sutton-Alpine, Alaska"
2018-02-02T00:52:44.370Z,33.6946667,-116.786,0.7,ci,"8km SW of Idyllwild, CA"
2018-02-02T00:52:34.170Z,38.8370018,-122.8314972,0.57,nc,"9km NW of The Geysers, CA"
2018-02-02T00:52:26.000Z,36.0725,-96.7656,2.5,us,"7km SW of Yale, Oklahoma"
2018-02-02T00:48:08.734Z,36.8544,-116.2327,0,nn,"47km E of Beatty, Nevada"
2018-02-02T00:46:31.150Z,38.836834,-122.8303299,1.16,nc,"9km NW of The Geysers, CA"
2018-02-02T00:46:25.730Z,38.8371667,-122.8296667,0.84,nc,"9km NW of The Geysers, CA"
2018-02-02T00:29:35.670Z,38.6683,-117.0405,1.6,nn,"68km NNE of Tonopah, Nevada"
2018-02-02T00:20:42.860Z,-0.2312,125.2095,5.5,us,"138km SE of Modayag, Indonesia"
2018-02-02T00:16:57.780Z,19.2089996,-155.4674988,2.2,hv,"1km ENE of Pahala, Hawaii"
2018-02-02T00:15:06.810Z,38.8390007,-122.7845001,0.56,nc,"6km WNW of Cobb, CA"
2018-02-02T00:11:37.490Z,33.685,-116.7751667,0.55,ci,"8km SW of Idyllwild, CA"
2018-02-02T00:11:15.020Z,37.6225,-118.9631667,0.38,nc,"2km SE of Mammoth Lakes, CA"
2018-02-02T00:11:14.930Z,38.8185005,-122.8065033,0.9,nc,"6km NW of The Geysers, CA"
2018-02-02T00:10:24.439Z,51.3296,178.4992,2.4,ak,"68km S of Little Sitkin Island, Alaska"
2018-02-02T00:02:34.966Z,60.6849,-143.0046,1.6,ak,"75km NNW of Cape Yakataga, Alaska"
2018-02-01T23:41:57.520Z,33.9798333,-116.9593333,0.85,ci,"6km NNE of Beaumont, CA"
2018-02-01T23:40:37.450Z,38.8019981,-122.8199997,0.56,nc,"6km WNW of The Geysers, CA"
2018-02-01T23:34:24.628Z,36.2999,-115.3481,1.4,nn,"22km N of Summerlin South, Nevada"
2018-02-01T23:31:58.112Z,55.9679,-149.195,3,ak,"274km SE of Kodiak, Alaska"
2018-02-01T23:16:58.055Z,57.6676,-155.7894,2.4,ak,"109km W of Larsen Bay, Alaska"
2018-02-01T23:13:54.440Z,-31.5181,-69.9474,5.2,us,"55km WSW of Calingasta, Argentina"
2018-02-01T23:12:11.270Z,33.4926667,-116.7906667,0.63,ci,"9km NE of Aguanga, CA"
2018-02-01T22:51:15.250Z,45.9393333,-111.485,1.26,mb,"7km NE of Three Forks, Montana"
2018-02-01T22:47:40.240Z,35.6783333,-120.9856667,0.83,nc,"11km WSW of Lake Nacimiento, CA"
2018-02-01T22:46:41.000Z,46.14,-65.84,2.2,us,"53km NNW of Sussex, Canada"
2018-02-01T22:42:58.070Z,33.9763333,-116.8701667,0.94,ci,"6km N of Banning, CA"
2018-02-01T22:37:58.647Z,35.955,-115.1871,2.1,nn,"9km SSE of Enterprise, Nevada"
2018-02-01T22:36:07.440Z,19.076,-65.7998,2.81,pr,"70km N of Vieques, Puerto Rico"
2018-02-01T22:28:07.780Z,-6.4331,128.6513,4.3,us,Banda Sea
2018-02-01T22:24:42.010Z,33.498,-116.7903333,0.52,ci,"9km NE of Aguanga, CA"
2018-02-01T22:13:20.360Z,37.4938333,-118.372,1.17,nc,"12km NNE of Dixon Lane-Meadow Creek, CA"
2018-02-01T22:11:09.460Z,33.227,-117.178,0.97,ci,"7km ENE of Vista, CA"
2018-02-01T22:08:53.260Z,18.0783,-66.0676,2.41,pr,"5km N of Yaurel, Puerto Rico"
2018-02-01T22:08:22.790Z,19.4031667,-155.2796667,0.67,hv,"5km SW of Volcano, Hawaii"
2018-02-01T22:06:10.560Z,33.1338333,-116.5423333,1.35,ci,"8km NE of Julian, CA"
2018-02-01T22:02:46.733Z,60.1406,-152.6473,2.2,ak,"38km S of Redoubt Volcano, Alaska"
2018-02-01T21:58:56.230Z,42.5203333,-111.3976667,1.98,uu,"22km SE of Soda Springs, Idaho"
2018-02-01T21:52:38.830Z,46.0153333,-111.3898333,1.3,mb,"18km NE of Three Forks, Montana"
2018-02-01T21:43:35.650Z,46.7798333,-121.9136667,0.43,uw,"26km NW of Packwood, Washington"
2018-02-01T21:39:11.260Z,38.8031654,-122.8203354,0.56,nc,"6km WNW of The Geysers, CA"
2018-02-01T21:35:12.778Z,61.7344,-148.1778,2,ak,"36km E of Sutton-Alpine, Alaska"
2018-02-01T21:29:28.519Z,37.9347,-115.9844,0.7,nn,"44km SE of Warm Springs, Nevada"
2018-02-01T21:28:39.452Z,36.8557,-116.2321,0,nn,"47km E of Beatty, Nevada"
2018-02-01T21:26:53.310Z,39.2718,-115.0528,1.1,nn,"14km W of Ely, Nevada"
2018-02-01T21:26:30.610Z,35.2891667,-119.066,1.32,ci,"8km SSW of Bakersfield, CA"
2018-02-01T21:25:15.880Z,37.8553333,-122.2731667,0.48,nc,"2km S of Berkeley, CA"
2018-02-01T21:20:14.460Z,38.8306656,-122.8088303,0.56,nc,"8km NW of The Geysers, CA"
2018-02-01T21:15:23.140Z,56.0622,-150.1711,4.3,us,"235km SE of Kodiak, Alaska"
2018-02-01T21:00:13.000Z,46.15,-65.84,2.6,us,"54km NNW of Sussex, Canada"
2018-02-01T20:47:13.070Z,33.4961667,-116.792,0.68,ci,"9km NE of Aguanga, CA"
2018-02-01T20:45:18.660Z,44.7003333,-110.9875,0.62,uu,"10km ENE of West Yellowstone, Montana"
2018-02-01T20:41:02.110Z,18.115,-66.7668,1.88,pr,"5km NNW of Santo Domingo, Puerto Rico"
2018-02-01T20:30:01.291Z,61.1716,-139.8304,1.8,ak,"134km WNW of Haines Junction, Canada"
2018-02-01T19:57:59.320Z,38.816,-122.8016667,1.45,nc,"6km NW of The Geysers, CA"
2018-02-01T19:53:16.880Z,37.6143333,-118.8791667,0.41,nc,"9km ESE of Mammoth Lakes, CA"
2018-02-01T19:52:07.390Z,37.6183333,-118.9905,-0.15,nc,"2km SSW of Mammoth Lakes, CA"
2018-02-01T19:51:12.910Z,38.7938333,-122.7586667,0.27,nc,"2km N of The Geysers, CA"
2018-02-01T19:46:19.330Z,37.496,-118.3713333,1.81,nc,"13km NNE of Dixon Lane-Meadow Creek, CA"
2018-02-01T19:33:20.190Z,35.8658333,-120.696,0.78,nc,"10km E of Bradley, CA"
2018-02-01T19:25:32.403Z,61.12,-152.1194,1.6,ak,"65km NW of Nikiski, Alaska"
2018-02-01T19:24:45.612Z,36.8523,-116.2359,0.5,nn,"47km E of Beatty, Nevada"
2018-02-01T19:23:27.840Z,-15.8045,167.9779,4.6,us,"69km ENE of Norsup, Vanuatu"
2018-02-01T19:05:59.370Z,36.6091667,-121.2141667,1.03,nc,"11km NW of Pinnacles, CA"
2018-02-01T19:04:49.020Z,38.3505,-118.9148,1,nn,"29km ENE of Bridgeport, California"
2018-02-01T18:55:21.520Z,36.012,-117.8,0.97,ci,"13km NE of Little Lake, CA"
2018-02-01T18:55:18.615Z,63.0832,-151.5691,2.1,ak,"112km NW of Talkeetna, Alaska"
2018-02-01T18:53:40.920Z,38.8116667,-122.824,0.26,nc,"7km WNW of The Geysers, CA"
2018-02-01T18:49:22.990Z,33.4875,-116.7876667,0.3,ci,"9km NE of Aguanga, CA"
2018-02-01T18:35:28.970Z,33.4905,-116.7891667,0.13,ci,"9km NE of Aguanga, CA"
2018-02-01T18:30:32.480Z,33.987,-116.7656667,1.36,ci,"8km NNE of Cabazon, CA"
2018-02-01T18:18:37.500Z,55.6829,-149.2348,4.2,us,Gulf of Alaska
2018-02-01T18:00:32.760Z,33.4985,-116.7843333,0.42,ci,"10km NE of Aguanga, CA"
2018-02-01T17:56:50.840Z,33.4828333,-116.7966667,2.96,ci,"8km NE of Aguanga, CA"
2018-02-01T17:54:36.630Z,45.3796667,-112.597,1.13,mb,"18km N of Dillon, Montana"
2018-02-01T17:53:32.566Z,36.9938,-116.1338,-0.3,nn,"56km E of Beatty, Nevada"
2018-02-01T17:51:15.250Z,33.874,-117.0553333,0.91,ci,"10km SW of Beaumont, CA"
2018-02-01T17:49:14.400Z,33.6431667,-116.7448333,0.24,ci,"11km SSW of Idyllwild, CA"
2018-02-01T17:48:00.570Z,19.1911659,-155.4785004,2.15,hv,"1km S of Pahala, Hawaii"
2018-02-01T17:37:48.141Z,56.098,-150.5449,2.6,ak,"219km SSE of Kodiak, Alaska"
2018-02-01T17:29:50.635Z,61.6921,-149.8313,1.6,ak,"6km N of Houston, Alaska"
2018-02-01T17:28:28.080Z,39.8225,-120.6638333,1.67,nc,"4km NNW of Plumas Eureka, CA"
2018-02-01T17:27:08.030Z,18.0858,-66.9026,2.15,pr,"5km N of Lluveras, Puerto Rico"
2018-02-01T17:24:36.530Z,38.9091667,-122.9075,1.05,nc,"10km SW of Kelseyville, CA"
2018-02-01T17:23:43.907Z,36.7926,-116.1965,-0.1,nn,"51km ESE of Beatty, Nevada"
2018-02-01T17:14:01.040Z,37.0453333,-121.1328333,1.29,nc,"25km W of Los Banos, CA"
2018-02-01T17:10:33.397Z,61.7249,-148.1721,1.3,ak,"36km ESE of Sutton-Alpine, Alaska"
2018-02-01T17:02:49.480Z,19.0276,-65.4586,3.29,pr,"74km NNE of Luquillo, Puerto Rico"
2018-02-01T16:58:51.150Z,33.2636667,-116.3131667,1.17,ci,"6km E of Borrego Springs, CA"
2018-02-01T16:53:58.860Z,38.8046667,-122.7893333,1.99,nc,"4km NW of The Geysers, CA"
2018-02-01T16:48:30.454Z,36.8284,-115.9539,-0.2,nn,"68km N of Pahrump, Nevada"
2018-02-01T16:43:11.950Z,37.9908,-118.7838,1,nn,"41km NNE of Mammoth Lakes, California"
2018-02-01T16:40:21.430Z,36.0155,-117.7775,1.66,ci,"15km NE of Little Lake, CA"
2018-02-01T16:39:22.830Z,36.0181667,-117.7766667,0.83,ci,"15km NE of Little Lake, CA"
2018-02-01T16:38:56.663Z,62.9644,-150.87,3.2,ak,"82km NNW of Talkeetna, Alaska"
